Patient,Cell name,T cell type,Cluster*,Clone ID,Clonal status
P1212,PTH3-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000014:1,NoClonal
P1212,TTH94-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000015:1,NoClonal
P1212,NTH74-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000016:1,NoClonal
P1212,NTH104-20161212,DN,NA,CRC.P1212_C000021:1,NoClonal
P1212,NTH198-20161212,other,NA,CRC.P1212_C000022:1,NoClonal
P1212,NTH239-20161212,other,NA,CRC.P1212_C000023:1,NoClonal
P1212,NTC46-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000025:1,NoClonal
P1212,NTH102-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000026:1,NoClonal
P1212,TTR152-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000027:1,NoClonal
P1212,PTH163-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000028:1,NoClonal
P1212,TTH7-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000032:1,NoClonal
P1212,PTH9-1212,other,NA,CRC.P1212_C000033:1,NoClonal
P1212,PTR83-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000035:1,NoClonal
P1212,NTH127-20161212,DP,NA,CRC.P1212_C000037:1,NoClonal
P1212,TTR67-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000041:1,NoClonal
P1212,PTH54-1212,other,NA,CRC.P1212_C000042:1,NoClonal
P1212,PTH68-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000045:1,NoClonal
P1212,TTC23-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000046:1,NoClonal
P1212,TTC135-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000049:1,NoClonal
P1212,NTY64-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000051:1,NoClonal
P1212,PTC178-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000052:1,NoClonal
P1212,NTH105-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000053:1,NoClonal
P1212,NTH90-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000055:1,NoClonal
P1212,NTH86-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000056:1,NoClonal
P1212,PTH80-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000058:1,NoClonal
P1212,NTH10-20161212,other,NA,CRC.P1212_C000059:1,NoClonal
P1212,NTH272-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000060:1,NoClonal
P1212,TTR103-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000061:1,NoClonal
P1212,PTC80-20161212,CD8,CD8_C03-CX3CR1,CRC.P1212_C000062:1,NoClonal
P1212,TTR58-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000063:1,NoClonal
P1212,PTH49-1212,other,NA,CRC.P1212_C000075:1,NoClonal
P1212,PTR95-20161212,DN,NA,CRC.P1212_C000076:1,NoClonal
P1212,TTC102-1212,CD8,CD8_C07-LAYN,CRC.P1212_C000078:1,NoClonal
P1212,PTH148-1212,other,NA,CRC.P1212_C000079:1,NoClonal
P1212,NTY34-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000081:1,NoClonal
P1212,NTH153-20161212,DN,NA,CRC.P1212_C000082:1,NoClonal
P1212,NTH252-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000084:1,NoClonal
P1212,NTH125-20161212,CD4,CD4_C01-CCR7,CRC.P1212_C000085:1,NoClonal
P1212,NTH30-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000086:1,NoClonal
P1212,TTR8-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000087:1,NoClonal
P1212,NTC205-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000088:1,NoClonal
P1212,NTC164-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000089:1,NoClonal
P1212,TTC41-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000091:1,NoClonal
P1212,NTH131-20161212,other,NA,CRC.P1212_C000094:1,NoClonal
P1212,NTH123-20161212,other,NA,CRC.P1212_C000095:1,NoClonal
P1212,TTC131-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000097:1,NoClonal
P1212,TTR101-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000101:1,NoClonal
P1212,NTH44-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000102:1,NoClonal
P1212,PTH178-1212,CD4,CD4_C03-GNLY,CRC.P1212_C000104:1,NoClonal
P1212,PTR23-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000105:1,NoClonal
P1212,NTY47-20161212,other,NA,CRC.P1212_C000106:1,NoClonal
P1212,NTH3-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000107:1,NoClonal
P1212,NTH285-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000108:1,NoClonal
P1212,NTH230-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000110:1,NoClonal
P1212,TTH50-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000111:1,NoClonal
P1212,NTC73-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000112:1,NoClonal
P1212,NTH1-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000113:1,NoClonal
P1212,PTC117-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000114:1,NoClonal
P1212,PTH18-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000115:1,NoClonal
P1212,PTR91-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000116:1,NoClonal
P1212,TTH93-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000117:1,NoClonal
P1212,PTH13-1212,other,NA,CRC.P1212_C000118:1,NoClonal
P1212,NTC213-20161212,CD8,CD8_C06-CD160,CRC.P1212_C000119:1,NoClonal
P1212,NTC172-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000120:1,NoClonal
P1212,PTH61-1212,CD4,CD4_C03-GNLY,CRC.P1212_C000121:1,NoClonal
P1212,TTC180-1212,CD8,CD8_C07-LAYN,CRC.P1212_C000125:1,NoClonal
P1212,TTH96-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000126:1,NoClonal
P1212,TTC66-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000127:1,NoClonal
P1212,NTH66-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000128:1,NoClonal
P1212,PTH15-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000131:1,NoClonal
P1212,PTH21-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000132:1,NoClonal
P1212,PTH112-1212,other,NA,CRC.P1212_C000133:1,NoClonal
P1212,TTC182-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000134:1,NoClonal
P1212,NTH67-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000135:1,NoClonal
P1212,PTH73-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000137:1,NoClonal
P1212,TTC107-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000138:1,NoClonal
P1212,TTC217-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000139:1,NoClonal
P1212,NTH129-20161212,other,NA,CRC.P1212_C000140:1,NoClonal
P1212,NTH34-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000142:1,NoClonal
P1212,TTR112-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000144:1,NoClonal
P1212,NTH165-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000145:1,NoClonal
P1212,PTR28-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000146:1,NoClonal
P1212,PTR18-20161212,other,NA,CRC.P1212_C000148:1,NoClonal
P1212,TTR83-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000149:1,NoClonal
P1212,TTR127-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000151:1,NoClonal
P1212,PTR87-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000152:1,NoClonal
P1212,NTH41-20161212,other,NA,CRC.P1212_C000154:1,NoClonal
P1212,NTH119-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000156:1,NoClonal
P1212,PTR61-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000157:1,NoClonal
P1212,NTH52-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000159:1,NoClonal
P1212,TTC89-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000162:1,NoClonal
P1212,NTH12-20161212,DN,NA,CRC.P1212_C000163:1,NoClonal
P1212,PTH25-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000164:1,NoClonal
P1212,NTH280-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000165:1,NoClonal
P1212,NTH42-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000166:1,NoClonal
P1212,NTH77-20161212,other,NA,CRC.P1212_C000167:1,NoClonal
P1212,TTH54-20161212,other,NA,CRC.P1212_C000169:1,NoClonal
P1212,NTH200-20161212,other,NA,CRC.P1212_C000170:1,NoClonal
P1212,NTH138-20161212,DN,NA,CRC.P1212_C000171:1,NoClonal
P1212,NTH269-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000172:1,NoClonal
P1212,NTH14-20161212,other,NA,CRC.P1212_C000173:1,NoClonal
P1212,NTC90-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000174:1,NoClonal
P1212,TTC128-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000176:1,NoClonal
P1212,PTH121-1212,CD4,CD4_C03-GNLY,CRC.P1212_C000177:1,NoClonal
P1212,PTC170-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000178:1,NoClonal
P1212,NTH244-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000179:1,NoClonal
P1212,NTY3-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000180:1,NoClonal
P1212,NTH101-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000181:1,NoClonal
P1212,NTC165-20161212,CD8,CD8_C06-CD160,CRC.P1212_C000182:1,NoClonal
P1212,TTR73-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000183:1,NoClonal
P1212,NTH263-20161212,DN,NA,CRC.P1212_C000184:1,NoClonal
P1212,NTC218-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000185:1,NoClonal
P1212,NTH81-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000186:1,NoClonal
P1212,NTH68-20161212,other,NA,CRC.P1212_C000187:1,NoClonal
P1212,PTH104-1212,DN,NA,CRC.P1212_C000188:1,NoClonal
P1212,TTC174-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000189:1,NoClonal
P1212,NTH111-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000193:1,NoClonal
P1212,TTC12-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000194:1,NoClonal
P1212,NTH246-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000196:1,NoClonal
P1212,NTH110-20161212,CD4,NA,CRC.P1212_C000200:1,NoClonal
P1212,NTY5-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000201:1,NoClonal
P1212,NTH142-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000202:1,NoClonal
P1212,NTH243-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000203:1,NoClonal
P1212,NTH155-20161212,DN,NA,CRC.P1212_C000204:1,NoClonal
P1212,NTC277-20161212,CD8,CD8_C06-CD160,CRC.P1212_C000207:1,NoClonal
P1212,NTH133-20161212,DN,NA,CRC.P1212_C000209:1,NoClonal
P1212,NTH167-20161212,CD4,NA,CRC.P1212_C000210:1,NoClonal
P1212,TTH12-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000211:1,NoClonal
P1212,TTR96-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000212:1,NoClonal
P1212,PTR65-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000213:1,NoClonal
P1212,PTR60-20161212,DN,NA,CRC.P1212_C000216:1,NoClonal
P1212,NTH128-20161212,CD4,CD4_C11-IL10,CRC.P1212_C000217:1,NoClonal
P1212,PTR64-20161212,other,NA,CRC.P1212_C000220:1,NoClonal
P1212,TTH83-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000221:1,NoClonal
P1212,NTH100-20161212,CD4,CD4_C01-CCR7,CRC.P1212_C000222:1,NoClonal
P1212,PTH14-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000226:1,NoClonal
P1212,TTC14-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000227:1,NoClonal
P1212,PTR94-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000229:1,NoClonal
P1212,PTC74-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000230:1,NoClonal
P1212,TTH60-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000236:1,NoClonal
P1212,TTH53-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000237:1,NoClonal
P1212,NTH25-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000238:1,NoClonal
P1212,TTR145-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000240:1,NoClonal
P1212,PTH144-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000243:1,NoClonal
P1212,TTC203-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000244:1,NoClonal
P1212,NTC82-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000245:1,NoClonal
P1212,PTR75-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000246:1,NoClonal
P1212,NTH83-20161212,other,NA,CRC.P1212_C000248:1,NoClonal
P1212,NTH262-20161212,DN,NA,CRC.P1212_C000249:1,NoClonal
P1212,TTR77-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000250:1,NoClonal
P1212,TTR31-20161212,other,NA,CRC.P1212_C000251:1,NoClonal
P1212,TTR136-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000253:1,NoClonal
P1212,NTH231-20161212,CD4,CD4_C07-GZMK,CRC.P1212_C000254:1,NoClonal
P1212,NTY33-20161212,DN,NA,CRC.P1212_C000258:1,NoClonal
P1212,NTH160-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000259:1,NoClonal
P1212,PTR79-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000260:1,NoClonal
P1212,TTH88-20161212,CD4,CD4_C07-GZMK,CRC.P1212_C000261:1,NoClonal
P1212,NTH156-20161212,DN,NA,CRC.P1212_C000262:1,NoClonal
P1212,TTH16-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000263:1,NoClonal
P1212,PTR39-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000264:1,NoClonal
P1212,TTC28-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000265:1,NoClonal
P1212,NTH149-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000266:1,NoClonal
P1212,NTH32-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000268:1,NoClonal
P1212,NTH8-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000270:1,NoClonal
P1212,NTH15-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000272:1,NoClonal
P1212,NTH79-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000273:1,NoClonal
P1212,NTC48-20161212,CD8,CD8_C06-CD160,CRC.P1212_C000276:1,NoClonal
P1212,PTR7-20161212,other,NA,CRC.P1212_C000277:1,NoClonal
P1212,TTR50-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000278:1,NoClonal
P1212,NTY70-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000279:1,NoClonal
P1212,TTC74-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000280:1,NoClonal
P1212,NTH93-20161212,DN,NA,CRC.P1212_C000281:1,NoClonal
P1212,TTH2-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000282:1,NoClonal
P1212,NTH236-20161212,other,NA,CRC.P1212_C000283:1,NoClonal
P1212,TTH69-20161212,other,NA,CRC.P1212_C000284:1,NoClonal
P1212,PTR24-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000286:1,NoClonal
P1212,PTH10-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000287:1,NoClonal
P1212,PTC50-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000289:1,NoClonal
P1212,TTC37-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000292:1,NoClonal
P1212,NTY32-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000294:1,NoClonal
P1212,TTC259-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000295:1,NoClonal
P1212,NTH196-20161212,other,NA,CRC.P1212_C000296:1,NoClonal
P1212,TTC16-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000297:1,NoClonal
P1212,NTH145-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000298:1,NoClonal
P1212,TTH28-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000299:1,NoClonal
P1212,NTC8-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000300:1,NoClonal
P1212,NTH112-20161212,other,NA,CRC.P1212_C000301:1,NoClonal
P1212,PTR19-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000302:1,NoClonal
P1212,TTR148-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000303:1,NoClonal
P1212,TTR135-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000304:1,NoClonal
P1212,PTH166-1212,CD4,CD4_C03-GNLY,CRC.P1212_C000305:1,NoClonal
P1212,TTR37-20161212,other,NA,CRC.P1212_C000306:1,NoClonal
P1212,TTC163-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000307:1,NoClonal
P1212,TTC60-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000308:1,NoClonal
P1212,TTH23-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000309:1,NoClonal
P1212,TTR41-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000310:1,NoClonal
P1212,PTH115-1212,DN,NA,CRC.P1212_C000312:1,NoClonal
P1212,TTH21-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000313:1,NoClonal
P1212,NTH207-20161212,CD4,CD4_C11-IL10,CRC.P1212_C000314:1,NoClonal
P1212,PTR30-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000315:1,NoClonal
P1212,TTR40-20161212,CD4,CD4_C08-IL23R,CRC.P1212_C000316:1,NoClonal
P1212,PTR26-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000318:1,NoClonal
P1212,NTH26-20161212,CD4,CD4_C11-IL10,CRC.P1212_C000321:1,NoClonal
P1212,NTH172-20161212,DN,NA,CRC.P1212_C000322:1,NoClonal
P1212,TTR14-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000323:1,NoClonal
P1212,NTH13-20161212,DN,NA,CRC.P1212_C000324:1,NoClonal
P1212,PTH33-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000325:1,NoClonal
P1212,NTC261-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000326:1,NoClonal
P1212,PTR74-20161212,CD4,CD4_C01-CCR7,CRC.P1212_C000327:1,NoClonal
P1212,PTR76-20161212,other,NA,CRC.P1212_C000328:1,NoClonal
P1212,NTH98-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000329:1,NoClonal
P1212,TTC79-20161212,CD8,CD8_C08-SLC4A10,CRC.P1212_C000330:1,NoClonal
P1212,PTH55-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000331:1,NoClonal
P1212,NTY68-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000332:1,NoClonal
P1212,NTH38-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000334:1,NoClonal
P1212,NTH65-20161212,CD4,CD4_C11-IL10,CRC.P1212_C000335:1,NoClonal
P1212,TTC98-20161212,CD8,CD8_C07-LAYN,CRC.P1212_C000336:1,NoClonal
P1212,NTH64-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000337:1,NoClonal
P1212,TTR81-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000338:1,NoClonal
P1212,TTH15-20161212,other,NA,CRC.P1212_C000339:1,NoClonal
P1212,PTC8-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000340:1,NoClonal
P1212,TTC63-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000342:1,NoClonal
P1212,PTC90-1212,CD8,CD8_C02-GPR183,CRC.P1212_C000343:1,NoClonal
P1212,NTC17-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000344:1,NoClonal
P1212,NTC129-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000345:1,NoClonal
P1212,NTC224-20161212,CD8,CD8_C06-CD160,CRC.P1212_C000346:1,NoClonal
P1212,TTR126-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000349:1,NoClonal
P1212,NTC118-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000350:1,NoClonal
P1212,PTH154-1212,DN,NA,CRC.P1212_C000351:1,NoClonal
P1212,NTH89-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000352:1,NoClonal
P1212,TTH75-20161212,DN,NA,CRC.P1212_C000353:1,NoClonal
P1212,TTH38-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000354:1,NoClonal
P1212,TTH46-20161212,DN,NA,CRC.P1212_C000355:1,NoClonal
P1212,NTY35-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000356:1,NoClonal
P1212,TTC65-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000357:1,NoClonal
P1212,PTR78-20161212,DN,NA,CRC.P1212_C000358:1,NoClonal
P1212,NTH78-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000359:1,NoClonal
P1212,PTC44-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000362:1,NoClonal
P1212,TTH29-20161212,DN,NA,CRC.P1212_C000363:1,NoClonal
P1212,NTC191-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000364:1,NoClonal
P1212,PTH129-1212,DN,NA,CRC.P1212_C000365:1,NoClonal
P1212,NTC102-20161212,CD8,CD8_C05-CD6,CRC.P1212_C000366:1,NoClonal
P1212,PTR10-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000367:1,NoClonal
P1212,NTH40-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000368:1,NoClonal
P1212,NTH248-20161212,DN,NA,CRC.P1212_C000369:1,NoClonal
P1212,NTH154-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000370:1,NoClonal
P1212,PTH22-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000371:1,NoClonal
P1212,NTC53-20161212,CD8,CD8_C01-LEF1,CRC.P1212_C000372:1,NoClonal
P1212,PTH103-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000374:1,NoClonal
P1212,TTC235-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000375:1,NoClonal
P1212,TTR132-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000376:1,NoClonal
P1212,NTH49-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000377:1,NoClonal
P1212,NTH53-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000378:1,NoClonal
P1212,PTR72-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000379:1,NoClonal
P1212,PTH64-1212,other,NA,CRC.P1212_C000381:1,NoClonal
P1212,NTH159-20161212,other,NA,CRC.P1212_C000382:1,NoClonal
P1212,NTH174-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000383:1,NoClonal
P1212,NTC179-20161212,CD8,CD8_C04-GZMK,CRC.P1212_C000384:1,NoClonal
P1212,TTC132-1212,other,NA,CRC.P1212_C000385:1,NoClonal
P1212,PTH98-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000386:1,NoClonal
P1212,PTH171-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000387:1,NoClonal
P1212,NTH50-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000388:1,NoClonal
P1212,TTH19-20161212,DN,NA,CRC.P1212_C000390:1,NoClonal
P1212,PTR13-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000391:1,NoClonal
P1212,NTH122-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000394:1,NoClonal
P1212,NTH140-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000395:1,NoClonal
P1212,TTR20-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000396:1,NoClonal
P1212,PTR67-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000398:1,NoClonal
P1212,NTH135-20161212,DN,NA,CRC.P1212_C000399:1,NoClonal
P1212,PTC116-20161212,CD8,CD8_C03-CX3CR1,CRC.P1212_C000402:1,NoClonal
P1212,NTH224-20161212,other,NA,CRC.P1212_C000403:1,NoClonal
P1212,PTH48-1212,CD4,CD4_C02-ANXA1,CRC.P1212_C000404:1,NoClonal
P1212,TTR102-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000405:1,NoClonal
P1212,NTH270-20161212,DN,NA,CRC.P1212_C000406:1,NoClonal
P1212,NTH88-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000407:1,NoClonal
P1212,NTH115-20161212,other,NA,CRC.P1212_C000408:1,NoClonal
P1212,NTH211-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000409:1,NoClonal
P1212,PTH131-1212,CD4,CD4_C01-CCR7,CRC.P1212_C000410:1,NoClonal
P1212,NTH16-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000411:1,NoClonal
P1212,TTR23-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000412:1,NoClonal
P1212,NTH23-20161212,CD4,CD4_C05-CXCR6,CRC.P1212_C000413:1,NoClonal
P1212,PTH127-1212,other,NA,CRC.P1212_C000414:1,NoClonal
P1212,PTH189-1212,other,NA,CRC.P1212_C000415:1,NoClonal
P1212,PTC179-20161212,other,NA,CRC.P1212_C000416:1,NoClonal
P1212,PTR53-20161212,DN,NA,CRC.P1212_C000417:1,NoClonal
P1212,TTC177-1212,CD8,CD8_C04-GZMK,CRC.P1212_C000418:1,NoClonal
P1212,NTH137-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000419:1,NoClonal
P1212,PTC46-20161212,CD8,CD8_C02-GPR183,CRC.P1212_C000420:1,NoClonal
P1212,PTC45-20161212,other,NA,CRC.P1212_C000421:1,NoClonal
P1212,PTR56-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000422:1,NoClonal
P1212,PTR55-20161212,CD4,CD4_C10-FOXP3,CRC.P1212_C000423:1,NoClonal
P1212,TTR131-20161212,CD4,CD4_C12-CTLA4,CRC.P1212_C000428:1,NoClonal
P1212,TTH9-20161212,other,NA,CRC.P1212_C000429:1,NoClonal
P1212,PTR2-20161212,CD4,CD4_C02-ANXA1,CRC.P1212_C000430:1,NoClonal
P1212,TTC148-1212,CD8,CD8_C07-LAYN,CRC.P1212_C000431:1,NoClonal
P1212,TTC234-20161212,CD8,CD8_C08-SLC4A10,CRC.P1212_C000432:1,NoClonal
P1212,PTH175-1212,DN,NA,CRC.P1212_C000433:1,NoClonal
P1212,NTH284-20161212,CD4,CD4_C06-CXCR5,CRC.P1212_C000434:1,NoClonal
P1212,NTH286-20161212,CD4,CD4_C04-TCF7,CRC.P1212_C000436:1,NoClonal
