Patient,Cell name,T cell type,Cluster*,Clone ID,Clonal status
P0123,TP7115-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TP756-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR147-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR136-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR108-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TP740-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR141-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR188-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR158-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR5-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR178-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TP749-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TTR91-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TP713-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000034:16,Clonal
P0123,TP779-20180123,DN,NA,CRC.P0123_C000034:16,Clonal
P0123,TTR123-20180123,DN,NA,CRC.P0123_C000034:16,Clonal
P0123,TTC121-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC86-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC117-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC45-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC84-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC150-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC182-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC32-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC122-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC2-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000033:12,Clonal
P0123,TTC151-20180123,other,NA,CRC.P0123_C000033:12,Clonal
P0123,TTC164-20180123,other,NA,CRC.P0123_C000033:12,Clonal
P0123,PTC85-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC66-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC26-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC34-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC90-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC18-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC60-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC55-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC87-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC51-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC36-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC94-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC19-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC64-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC4-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC76-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC28-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC2-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC88-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,TTC134-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC8-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC38-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC93-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC82-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC65-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC27-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC50-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC59-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC83-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC31-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC25-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC3-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC32-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC29-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC15-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,PTC23-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000040:39,Clonal
P0123,TTC109-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000040:39,Clonal
P0123,PTC58-20180123,DN,NA,CRC.P0123_C000040:39,Clonal
P0123,PTC79-20180123,other,NA,CRC.P0123_C000040:39,Clonal
P0123,PTH42-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000063:27,Clonal
P0123,TTH19-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH23-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH119-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH76-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TP7187-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH15-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH157-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TP781-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH86-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TP746-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH105-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH65-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH161-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH151-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TP7133-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH83-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000063:27,Clonal
P0123,TTH60-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TTH175-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TTH81-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TP725-20180123,other,NA,CRC.P0123_C000063:27,Clonal
P0123,NP711-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TP766-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TP726-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TP784-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TTH146-20180123,DN,NA,CRC.P0123_C000063:27,Clonal
P0123,TP7158-20180123,other,NA,CRC.P0123_C000063:27,Clonal
P0123,TTC73-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC133-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC114-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC43-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC119-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC173-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC137-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC191-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC126-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC107-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC10-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000091:14,Clonal
P0123,TTC159-20180123,other,NA,CRC.P0123_C000091:14,Clonal
P0123,TTC171-20180123,other,NA,CRC.P0123_C000091:14,Clonal
P0123,TTC158-20180123,DN,NA,CRC.P0123_C000091:14,Clonal
P0123,TTH29-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000018:11,Clonal
P0123,TTH144-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000018:11,Clonal
P0123,NTH78-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000018:11,Clonal
P0123,TP755-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000018:11,Clonal
P0123,NTH49-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000018:11,Clonal
P0123,NTH90-20180123,DN,NA,CRC.P0123_C000018:11,Clonal
P0123,NTH92-20180123,DN,NA,CRC.P0123_C000018:11,Clonal
P0123,TTH17-20180123,DN,NA,CRC.P0123_C000018:11,Clonal
P0123,NP712-20180123,other,NA,CRC.P0123_C000018:11,Clonal
P0123,NTH58-20180123,DN,NA,CRC.P0123_C000018:11,Clonal
P0123,NP786-20180123,other,NA,CRC.P0123_C000018:11,Clonal
P0123,TTR182-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TP711-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TP7125-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TTR150-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TTR90-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TP7169-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TP7116-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TP736-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TTR137-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TTR190-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000099:11,Clonal
P0123,TTR38-20180123,DN,NA,CRC.P0123_C000099:11,Clonal
P0123,TTH36-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TP7170-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TTH85-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TTH128-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TP7111-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TP7120-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,TTH106-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000002:9,Clonal
P0123,PTH66-20180123,DN,NA,CRC.P0123_C000002:9,Clonal
P0123,TTH142-20180123,other,NA,CRC.P0123_C000002:9,Clonal
P0123,NTC133-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC117-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC13-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC115-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC154-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC76-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000013:9,Clonal
P0123,NTC95-20180123,other,NA,CRC.P0123_C000013:9,Clonal
P0123,NTC77-20180123,other,NA,CRC.P0123_C000013:9,Clonal
P0123,NTC31-20180123,DN,NA,CRC.P0123_C000013:9,Clonal
P0123,TTR138-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTR59-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TP742-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTR98-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTR63-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TP750-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTR101-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTR32-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TP744-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000075:9,Clonal
P0123,TTH28-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TP7136-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TTH62-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TTH93-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TP764-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TTH56-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TTH13-20180123,CD4,CD4_C09-CXCL13,CRC.P0123_C000025:8,Clonal
P0123,TP715-20180123,DN,NA,CRC.P0123_C000025:8,Clonal
P0123,TTC59-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000131:6,Clonal
P0123,TTC190-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000131:6,Clonal
P0123,TTC113-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000131:6,Clonal
P0123,TTC104-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000131:6,Clonal
P0123,TTC169-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000131:6,Clonal
P0123,TTC116-20180123,other,NA,CRC.P0123_C000131:6,Clonal
P0123,TTR24-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000031:5,Clonal
P0123,TTR114-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000031:5,Clonal
P0123,TTR105-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000031:5,Clonal
P0123,TTR8-20180123,other,NA,CRC.P0123_C000031:5,Clonal
P0123,TTR82-20180123,other,NA,CRC.P0123_C000031:5,Clonal
P0123,PTC5-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000044:5,Clonal
P0123,PTC44-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000044:5,Clonal
P0123,NTC149-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000044:5,Clonal
P0123,PTC9-20180123,other,NA,CRC.P0123_C000044:5,Clonal
P0123,PTC81-20180123,DN,NA,CRC.P0123_C000044:5,Clonal
P0123,PTC53-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000056:5,Clonal
P0123,PTC17-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000056:5,Clonal
P0123,PTC35-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000056:5,Clonal
P0123,PTC61-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000056:5,Clonal
P0123,TTC35-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000056:5,Clonal
P0123,TP7165-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000064:5,Clonal
P0123,TTH168-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000064:5,Clonal
P0123,TP733-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000064:5,Clonal
P0123,TTH127-20180123,other,NA,CRC.P0123_C000064:5,Clonal
P0123,TTH152-20180123,other,NA,CRC.P0123_C000064:5,Clonal
P0123,NTC5-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000076:5,Clonal
P0123,NTC166-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000076:5,Clonal
P0123,NTC139-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000076:5,Clonal
P0123,NTC172-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000076:5,Clonal
P0123,NTC88-20180123,other,NA,CRC.P0123_C000076:5,Clonal
P0123,TTC166-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000084:5,Clonal
P0123,TTC177-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000084:5,Clonal
P0123,TTC112-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000084:5,Clonal
P0123,TTC144-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000084:5,Clonal
P0123,TTC106-20180123,other,NA,CRC.P0123_C000084:5,Clonal
P0123,TTR164-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000092:5,Clonal
P0123,TTR102-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000092:5,Clonal
P0123,TP720-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000092:5,Clonal
P0123,TTR189-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000092:5,Clonal
P0123,TP76-20180123,other,NA,CRC.P0123_C000092:5,Clonal
P0123,TTR68-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000096:5,Clonal
P0123,TTR139-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000096:5,Clonal
P0123,TP7188-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000096:5,Clonal
P0123,TTR3-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000096:5,Clonal
P0123,TTR9-20180123,DN,NA,CRC.P0123_C000096:5,Clonal
P0123,TP791-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000175:5,Clonal
P0123,TP765-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000175:5,Clonal
P0123,TP721-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000175:5,Clonal
P0123,TTR96-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000175:5,Clonal
P0123,TP773-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000175:5,Clonal
P0123,TP7174-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000180:5,Clonal
P0123,TTH148-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000180:5,Clonal
P0123,TP777-20180123,DN,NA,CRC.P0123_C000180:5,Clonal
P0123,TTH3-20180123,other,NA,CRC.P0123_C000180:5,Clonal
P0123,NTH77-20180123,DN,NA,CRC.P0123_C000180:5,Clonal
P0123,PTC11-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000276:5,Clonal
P0123,TTC6-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000276:5,Clonal
P0123,TTC47-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000276:5,Clonal
P0123,TTC124-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000276:5,Clonal
P0123,TTC53-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000276:5,Clonal
P0123,TTR159-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000047:4,Clonal
P0123,TP739-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000047:4,Clonal
P0123,TTR148-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000047:4,Clonal
P0123,TP729-20180123,DN,NA,CRC.P0123_C000047:4,Clonal
P0123,TTC183-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000150:4,Clonal
P0123,TTC44-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000150:4,Clonal
P0123,TTC154-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000150:4,Clonal
P0123,TTC184-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000150:4,Clonal
P0123,TTC120-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000195:4,Clonal
P0123,TTC153-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000195:4,Clonal
P0123,NTC134-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000195:4,Clonal
P0123,NTC41-20180123,other,NA,CRC.P0123_C000195:4,Clonal
P0123,NTC19-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000200:4,Clonal
P0123,NTC160-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000200:4,Clonal
P0123,NTC158-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000200:4,Clonal
P0123,NTC84-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000200:4,Clonal
P0123,TTH100-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000226:4,Clonal
P0123,TP793-20180123,CD4,CD4_C07-GZMK,CRC.P0123_C000226:4,Clonal
P0123,TTH61-20180123,DN,NA,CRC.P0123_C000226:4,Clonal
P0123,TTH114-20180123,other,NA,CRC.P0123_C000226:4,Clonal
P0123,TTR14-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000227:4,Clonal
P0123,TP738-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000227:4,Clonal
P0123,TTR86-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000227:4,Clonal
P0123,TTR74-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000227:4,Clonal
P0123,NTC183-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000241:4,Clonal
P0123,NTC156-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000241:4,Clonal
P0123,NTC1-20180123,other,NA,CRC.P0123_C000241:4,Clonal
P0123,TTC9-20180123,DN,NA,CRC.P0123_C000241:4,Clonal
P0123,TTH40-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000282:4,Clonal
P0123,TP7131-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000282:4,Clonal
P0123,TP71-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000282:4,Clonal
P0123,TTH110-20180123,DN,NA,CRC.P0123_C000282:4,Clonal
P0123,NTC100-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000386:4,Clonal
P0123,NTC6-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000386:4,Clonal
P0123,NTC103-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000386:4,Clonal
P0123,NTC51-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000386:4,Clonal
P0123,TTR95-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000414:4,Clonal
P0123,TTR145-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000414:4,Clonal
P0123,TTR149-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000414:4,Clonal
P0123,TTR185-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000414:4,Clonal
P0123,TTC140-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000428:4,Clonal
P0123,TTC163-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000428:4,Clonal
P0123,TTC162-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000428:4,Clonal
P0123,TTC170-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000428:4,Clonal
P0123,TP769-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000015:3,Clonal
P0123,TP730-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000015:3,Clonal
P0123,TP77-20180123,DN,NA,CRC.P0123_C000015:3,Clonal
P0123,PTH46-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000019:3,Clonal
P0123,PTH24-20180123,CD4,CD4_C03-GNLY,CRC.P0123_C000019:3,Clonal
P0123,NTR61-20180123,other,NA,CRC.P0123_C000019:3,Clonal
P0123,PTC48-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000021:3,Clonal
P0123,TTC105-20180123,CD8,CD8_C04-GZMK,CRC.P0123_C000021:3,Clonal
P0123,TTC102-20180123,other,NA,CRC.P0123_C000021:3,Clonal
P0123,TTR100-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000023:3,Clonal
P0123,TP7183-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000023:3,Clonal
P0123,TTR17-20180123,DN,NA,CRC.P0123_C000023:3,Clonal
P0123,TTC24-20180123,CD8,CD8_C05-CD6,CRC.P0123_C000057:3,Clonal
P0123,TTC186-20180123,CD8,CD8_C07-LAYN,CRC.P0123_C000057:3,Clonal
P0123,TTC156-20180123,other,NA,CRC.P0123_C000057:3,Clonal
P0123,NTC147-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000083:3,Clonal
P0123,NTC25-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000083:3,Clonal
P0123,NTC108-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000083:3,Clonal
P0123,TTR186-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000104:3,Clonal
P0123,TTR33-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000104:3,Clonal
P0123,TTR37-20180123,DN,NA,CRC.P0123_C000104:3,Clonal
P0123,PTC78-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000110:3,Clonal
P0123,PTC95-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000110:3,Clonal
P0123,PTC69-20180123,CD8,CD8_C03-CX3CR1,CRC.P0123_C000110:3,Clonal
P0123,PTH85-20180123,DN,NA,CRC.P0123_C000115:3,Clonal
P0123,PP7-180-20180123,DN,NA,CRC.P0123_C000115:3,Clonal
P0123,PTH20-20180123,other,NA,CRC.P0123_C000115:3,Clonal
P0123,PTR15-20180123,CD4,CD4_C10-FOXP3,CRC.P0123_C000120:3,Clonal
P0123,TTR116-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000120:3,Clonal
P0123,TTR50-20180123,CD4,CD4_C12-CTLA4,CRC.P0123_C000120:3,Clonal
P0123,NTC107-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000164:3,Clonal
P0123,NTC46-20180123,CD8,CD8_C06-CD160,CRC.P0123_C000164:3,Clonal
